primaryCategories; city;country;name;postalCode;province;reviews.rating
Accommodation & Food Services;Granby;US;Granby Motel;1033;MA;1.0
Accommodation & Food Services;Hadley;US;Comfort Inn;1035;MA;2.0
Accommodation & Food Services;West Springfield;US;Best Western Springfield West Inn;1089;MA;3.0
Accommodation & Food Services;Wilbraham;US;Wilbraham Inn;1095;MA;1.0
Accommodation & Food Services;Springfield;US;Hampton Inn & Suites Springfield/Downtown;1105;MA;4.0
Accommodation & Food Services;Springfield;US;Hampton Inn & Suites Springfield/Downtown;1105;MA;5.0
Accommodation & Food Services;Springfield;US;Hampton Inn & Suites Springfield/Downtown;1105;MA;5.0
Accommodation & Food Services;Gardner;US;The Colonial Hotel;1440;MA;4.0
Accommodation & Food Services;Littleton;US;Lyttleton Inn;1460;MA;5.0
Accommodation & Food Services;Woburn;US;Courtyard Boston Woburn/Boston North;1801;MA;5.0
Accommodation & Food Services;Woburn;US;Courtyard Boston Woburn/Boston North;1801;MA;4.0
Accommodation & Food Services;Woburn;US;Courtyard Boston Woburn/Boston North;1801;MA;5.0
Accommodation & Food Services;Woburn;US;Courtyard Boston Woburn/Boston North;1801;MA;5.0
Accommodation & Food Services;Andover;US;Courtyard Boston Andover;1810;MA;4.0
Accommodation & Food Services;Haverhill;US;Best Western Merrimack Valley;1832;MA;4.0
Accommodation & Food Services;Beverly;US;Beverly Garden Suites;1915;MA;5.0
Accommodation & Food Services;Gloucester;US;Atlantis Oceanfront Inn;1930;MA;5.0
Accommodation & Food Services;Boston;US;Harborside Inn;2109;MA;5.0
Accommodation & Food Services;Boston;US;Harborside Inn;2109;MA;5.0
Accommodation & Food Services;Boston;US;Harborside Inn;2109;MA;5.0
Accommodation & Food Services;Boston;US;Harborside Inn;2109;MA;4.0
Accommodation & Food Services;Boston;US;The Ritz-Carlton, Boston;2111;MA;5.0
Accommodation & Food Services;Cambridge;US;The Charles Hotel;2138;MA;2.0
Accommodation & Food Services;Cambridge;US;The Charles Hotel;2138;MA;5.0
Accommodation & Food Services;Brookline;US;Longwood Inn;2446;MA;5.0
Accommodation & Food Services;Waltham;US;Crescent Suites & Hotel;2453;MA;5.0
Accommodation & Food Services;Edgartown;US;Harborside Inn;2539;MA;4.0
Accommodation & Food Services;Falmouth;US;The Captain's Manor Inn;2540;MA;5.0
Accommodation & Food Services;Falmouth;US;The Captain's Manor Inn;2540;MA;5.0
Accommodation & Food Services;Falmouth;US;The Captain's Manor Inn;2540;MA;5.0
Accommodation & Food Services;Falmouth;US;The Captain's Manor Inn;2540;MA;5.0
Accommodation & Food Services;Fairhaven;US;Hampton Inn New Bedford/Fairhaven;2719;MA;5.0
Accommodation & Food Services;Nashua;US;Crowne Plaza Hotel Nashua;3063;NH;1.0
Accommodation & Food Services;Nashua;US;Crowne Plaza Hotel Nashua;3063;NH;4.0
Accommodation & Food Services;Nashua;US;Crowne Plaza Hotel Nashua;3063;NH;5.0
Accommodation & Food Services;Nashua;US;Crowne Plaza Hotel Nashua;3063;NH;1.0
Accommodation & Food Services;Nashua;US;Crowne Plaza Hotel Nashua;3063;NH;5.0
Accommodation & Food Services;Salem;US;Red Roof Inn Salem;3079;NH;4.0
Accommodation & Food Services;Waterville Valley;US;Best Western Silver Fox Inn;3215;NH;4.0
Accommodation & Food Services;Waterville Valley;US;Best Western Silver Fox Inn;3215;NH;5.0
Accommodation & Food Services;Meredith;US;Church Landing at Mill Falls;3253;NH;5.0
Accommodation & Food Services;Bow;US;Hampton Inn Concord/Bow;3304;NH;4.0
Accommodation & Food Services;Bow;US;Hampton Inn Concord/Bow;3304;NH;5.0
Accommodation & Food Services;Bow;US;Hampton Inn Concord/Bow;3304;NH;5.0
Accommodation & Food Services;Twin Mountain;US;Carroll Motel Cottages;3595;NH;5.0
Accommodation & Food Services;Twin Mountain;US;Carroll Motel Cottages;3595;NH;5.0
Accommodation & Food Services;Hanover;US;Six South St Hotel;3755;NH;4.0
Accommodation & Food Services;Hampton;US;Blue Jay Motel;3842;NH;5.0
Accommodation & Food Services;Hampton;US;Dolphyn Motel;3842;NH;1.0
Accommodation & Food Services;Kittery;US;Litson Villas;3904;ME;4.0
Accommodation & Food Services;Kittery;US;Litson Villas;3904;ME;4.0
Accommodation & Food Services;Ogunquit;US;The Dunes On The Waterfront;3907;ME;5.0
Accommodation & Food Services;Biddeford;US;Biddeford Motel;4005;ME;1.0
Accommodation & Food Services;Old Orchard Beach;US;Island View Motel;4064;ME;4.0
Accommodation & Food Services;Old Orchard Beach;US;Elmwood Motor Court;4064;ME;4.0
Accommodation & Food Services;Old Orchard Beach;US;Royal Anchor Resort;4064;ME;4.0
Accommodation & Food Services;Saco;US;Hampton Inn-saco/biddeford;4072;ME;4.0
Accommodation & Food Services;Saco;US;Hampton Inn-saco/biddeford;4072;ME;4.0
Accommodation & Food Services;Portland;US;The Press Hotel, Autograph Collection;4101;ME;5.0
Accommodation & Food Services;Portland;US;The Press Hotel, Autograph Collection;4101;ME;5.0
Accommodation & Food Services;Portland;US;The Press Hotel, Autograph Collection;4101;ME;5.0
Accommodation & Food Services;Portland;US;The Press Hotel, Autograph Collection;4101;ME;5.0
Accommodation & Food Services;Portland;US;Portland Regency Hotel & Spa;4101;ME;5.0
Accommodation & Food Services;Portland;US;Portland Regency Hotel & Spa;4101;ME;5.0
Accommodation & Food Services;Portland;US;Portland Regency Hotel & Spa;4101;ME;5.0
Accommodation & Food Services;Portland;US;Portland Regency Hotel & Spa;4101;ME;3.0
Accommodation & Food Services;Auburn;US;Americas Best Value Inn;4210;ME;1.0
Accommodation & Food Services;Oxford;US;Hampton Inn Oxford;4270;ME;5.0
Accommodation & Food Services;Greenville Junction;US;Chalet Moosehead Lakefront Motel;4442;ME;5.0
Accommodation & Food Services;Bar Harbor;US;Acadia Suites;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;Robbins Motel;4609;ME;3.0
Accommodation & Food Services;Bar Harbor;US;Robbins Motel;4609;ME;2.0
Accommodation & Food Services;Bar Harbor;US;Robbins Motel;4609;ME;3.0
Accommodation & Food Services;Bar Harbor;US;Quality Inn;4609;ME;4.0
Accommodation & Food Services;Bar Harbor;US;Bar Harbor Motel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;Bar Harbor Motel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;Bar Harbor Motel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;Quality Inn;4609;ME;3.0
Accommodation & Food Services;Bar Harbor;US;Bar Harbor Motel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;West Street Hotel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;West Street Hotel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;West Street Hotel;4609;ME;5.0
Accommodation & Food Services;Bar Harbor;US;West Street Hotel;4609;ME;5.0
Accommodation & Food Services;Rockland;US;250 Main Hotel;4841;ME;5.0
Accommodation & Food Services;Rockland;US;250 Main Hotel;4841;ME;5.0
Accommodation & Food Services;Port Clyde;US;Ocean House Hotel;4855;ME;3.0
Accommodation & Food Services;Belfast;US;Admiral's Ocean Inn;4915;ME;1.0
Accommodation & Food Services;Belfast;US;Admiral's Ocean Inn;4915;ME;1.0
Accommodation & Food Services;Ludlow;US;Ludlow Village Inn & Suites;5149;VT;3.0
Accommodation & Food Services;East Dover;US;Cooper Hill Inn;5341;VT;5.0
Accommodation & Food Services;Richford;US;Grey Gables Mansion;5476;VT;5.0
Accommodation & Food Services;Center Rutland;US;Jen's Motel;5736;VT;1.0
Accommodation & Food Services;Killington;US;The Mountain Inn;5751;VT;4.0
Accommodation & Food Services;Killington;US;The Mountain Inn;5751;VT;2.0
Accommodation & Food Services;Killington;US;North Star Lodge;5751;VT;5.0
Accommodation & Food Services;Lyndon;US;Lyndon Motor Lodge;5849;VT;5.0
Accommodation & Food Services;Lyndon;US;Lyndon Motor Lodge;5849;VT;4.0
Accommodation & Food Services;Newington;US;Siesta Motel;6111;CT;3.0
Accommodation & Food Services;Niantic;US;The Niantic Inn;6357;CT;3.0
Accommodation & Food Services;Guilford;US;Red Roof Plus+& Suites Guilford;6437;CT;4.0
Accommodation & Food Services;Middletown;US;Inn at Middletown;6457;CT;5.0
Accommodation & Food Services;Milford;US;Hyatt Place Milford;6460;CT;5.0
Accommodation & Food Services;Milford;US;Hyatt Place Milford;6460;CT;3.0
Accommodation & Food Services;Norwalk;US;Norwalk Inn & Conference Center;6851;CT;5.0
Accommodation & Food Services;Norwalk;US;Norwalk Inn & Conference Center;6851;CT;4.0
Accommodation & Food Services;Norwalk;US;Norwalk Inn & Conference Center;6851;CT;5.0
Accommodation & Food Services;Norwalk;US;Norwalk Inn & Conference Center;6851;CT;4.0
Accommodation & Food Services;Norwalk;US;Norwalk Inn & Conference Center;6851;CT;5.0
Accommodation & Food Services;Ramsey;US;Holiday Inn Express Ramsey-Mahwah;7446;NJ;2.0
Accommodation & Food Services;Ramsey;US;Holiday Inn Express Ramsey-Mahwah;7446;NJ;5.0
Accommodation & Food Services;Montvale;US;Courtyard By Marriott Montvale;7645;NJ;4.0
Accommodation & Food Services;Avalon;US;Concord Suites;8202;NJ;5.0
Accommodation & Food Services;Avalon;US;Concord Suites;8202;NJ;4.0
Accommodation & Food Services;Somers Point;US;Budget Inn;8244;NJ;5.0
Accommodation & Food Services;Edison;US;Hilton Garden Inn Edison/Raritan Center;8837;NJ;5.0
Accommodation & Food Services;Edison;US;Hilton Garden Inn Edison/Raritan Center;8837;NJ;5.0
Accommodation & Food Services;Edison;US;Quality Inn;8837;NJ;5.0
Accommodation & Food Services;Edison;US;Quality Inn;8837;NJ;4.0
Accommodation & Food Services;Somerset;US;Candlewood Suites Somerset;8873;NJ;4.0
Accommodation & Food Services;New York;US;Chelsea Savoy Hotel;10011;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;1.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;4.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;3.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;5.0
Accommodation & Food Services;New York;US;The St. Regis New York;10022;NY;3.0
Accommodation & Food Services;Mamaroneck;US;Mamaroneck Motel;10543;NY;3.0
Accommodation & Food Services;Middletown;US;Hampton Inn Middletown;10941;NY;5.0
Accommodation & Food Services;Brooklyn;US;hotel le bleu;11215;NY;5.0
Accommodation & Food Services;Brooklyn;US;hotel le bleu;11215;NY;4.0
Accommodation & Food Services;Brooklyn;US;Hotel Luxe;11216;NY;2.0
Accommodation & Food Services;Brooklyn;US;Kings Hotel;11232;NY;2.0
Accommodation & Food Services;Jamaica;US;Days Inn-jfk Airport;11434;NY;3.0
Accommodation & Food Services;Westbury;US;Courtyard by Marriott Westbury Long Island;11590;NY;5.0
Accommodation & Food Services;Plainview;US;Four Points by Sheraton Plainview Long Island;11803;NY;5.0
Accommodation & Food Services;Albany;US;Ramada Plaza Albany;12206;NY;5.0
Accommodation & Food Services;Albany;US;Ramada Plaza Albany;12206;NY;2.0
Accommodation & Food Services;Albany;US;Ramada Plaza Albany;12206;NY;2.0
Accommodation & Food Services;Mount Tremper;US;Catskill Rose Lodging Dining;12457;NY;5.0
Accommodation & Food Services;Windham;US;Cave Mountain Motel;12496;NY;4.0
Accommodation & Food Services;Dover Plains;US;Foothills Motel;12522;NY;3.0
Accommodation & Food Services;Bolton Landing;US;Huddle Bay Motel Cottages;12814;NY;4.0
Accommodation & Food Services;Fort Covington;US;Great View Motel;12937;NY;4.0
Accommodation & Food Services;Lake Placid;US;Best Western Adirondack Inn;12946;NY;4.0
Accommodation & Food Services;Lake Placid;US;Best Western Adirondack Inn;12946;NY;4.0
Accommodation & Food Services;Tupper Lake;US;Tupper Lake Motel;12986;NY;4.0
Accommodation & Food Services;East Syracuse;US;Americas Best Value Inn-east Syracuse;13057;NY;3.0
Accommodation & Food Services;East Syracuse;US;Americas Best Value Inn-east Syracuse;13057;NY;4.0
Accommodation & Food Services;Weedsport;US;Rodeway Inn;13166;NY;3.0
Accommodation & Food Services;East Springfield;US;Otsego Motel;13333;NY;5.0
Accommodation & Food Services;Old Forge;US;Christy's Motel;13420;NY;4.0
Accommodation & Food Services;Old Forge;US;Christy's Motel;13420;NY;3.0
Accommodation & Food Services;Dunkirk;US;Best Western Dunkirk Fredonia Inn;14048;NY;4.0
Accommodation & Food Services;Dunkirk;US;Best Western Dunkirk Fredonia Inn;14048;NY;5.0
Accommodation & Food Services;Lockport;US;Best Western Plus Lockport Hotel;14094;NY;5.0
Accommodation & Food Services;Lockport;US;Best Western Plus Lockport Hotel;14094;NY;3.0
Accommodation & Food Services;Lockport;US;Best Western Plus Lockport Hotel;14094;NY;5.0
Accommodation & Food Services;Buffalo;US;Hilton Garden Inn Buffalo Downtown;14203;NY;4.0
Accommodation & Food Services;Buffalo;US;Hilton Garden Inn Buffalo Downtown;14203;NY;3.0
Accommodation & Food Services;Buffalo;US;Home2 Suites by Hilton Buffalo Airport/Galleria Mall;14225;NY;4.0
Accommodation & Food Services;Buffalo;US;Aloft Buffalo Airport;14225;NY;3.0
Accommodation & Food Services;Newark;US;Newark Garden Hotel;14513;NY;5.0
Accommodation & Food Services;Newark;US;Newark Garden Hotel;14513;NY;5.0
Accommodation & Food Services;Rochester;US;Towpath Motel;14618;NY;3.0
Accommodation & Food Services;Westfield;US;Theater Motel;14787;NY;3.0
Accommodation & Food Services;Westfield;US;Theater Motel;14787;NY;4.0
Accommodation & Food Services;Horseheads;US;Hampton Inn-elmira/horseheads;14845;NY;2.0
Accommodation & Food Services;Ithaca;US;Country Inn & Suites By Carlson, Ithaca, NY;14850;NY;5.0
Accommodation & Food Services;Ithaca;US;Country Inn & Suites By Carlson, Ithaca, NY;14850;NY;4.0
Accommodation & Food Services;Ithaca;US;Country Inn & Suites By Carlson, Ithaca, NY;14850;NY;5.0
Accommodation & Food Services;Ithaca;US;Hilton Garden Inn Ithaca;14850;NY;5.0
Accommodation & Food Services;Ithaca;US;Hilton Garden Inn Ithaca;14850;NY;5.0
Accommodation & Food Services;Watkins Glen;US;Budget Inn;14891;NY;2.0
Accommodation & Food Services;Monroeville;US;Comfort Suites;15146;PA;5.0
Accommodation & Food Services;Monroeville;US;Comfort Suites;15146;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Hyatt Place Pittsburgh North Shore;15212;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;4.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;4.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;4.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;4.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;5.0
Accommodation & Food Services;Pittsburgh;US;Pittsburgh Marriott City Center;15219;PA;4.0
Accommodation & Food Services;Washington;US;America's Best Value Inn;15301;PA;1.0
Accommodation & Food Services;Washington;US;America's Best Value Inn;15301;PA;1.0
Accommodation & Food Services;Washington;US;America's Best Value Inn;15301;PA;4.0
Accommodation & Food Services;Coal Center;US;Hampton Inn Suites California University-Pittsburgh;15423;PA;4.0
Accommodation & Food Services;Markleysburg;US;National Trail Motel;15459;PA;4.0
Accommodation & Food Services;Schellsburg;US;Shawnee Motel;15559;PA;5.0
Accommodation & Food Services;Schellsburg;US;Shawnee Motel;15559;PA;2.0
Accommodation & Food Services;Indiana;US;Brown Hotel;15701;PA;5.0
Accommodation & Food Services;West Middlesex;US;Park Inn By Radisson Sharon;16159;PA;5.0
Accommodation & Food Services;Cooksburg;US;Gateway Lodge;16217;PA;5.0
Accommodation & Food Services;Cooksburg;US;Gateway Lodge;16217;PA;5.0
Accommodation & Food Services;Cooksburg;US;Gateway Lodge;16217;PA;5.0
Accommodation & Food Services;Cooksburg;US;Gateway Lodge;16217;PA;4.0
Accommodation & Food Services;Tidioute;US;Landmark Hotel;16351;PA;5.0
Accommodation & Food Services;Titusville;US;Caboose Motel;16354;PA;4.0
Accommodation & Food Services;West Springfield;US;Sunset Motel;16443;PA;5.0
Accommodation & Food Services;Erie;US;Avalon Hotel & Conference Center;16501;PA;3.0
Accommodation & Food Services;Erie;US;Avalon Hotel & Conference Center;16501;PA;2.0
Accommodation & Food Services;Erie;US;Avalon Hotel & Conference Center;16501;PA;5.0
Accommodation & Food Services;Erie;US;Home2 Suites by Hilton Erie, PA;16509;PA;3.0
Accommodation & Food Services;Erie;US;Home2 Suites by Hilton Erie, PA;16509;PA;3.0
Accommodation & Food Services;Erie;US;Home2 Suites by Hilton Erie, PA;16509;PA;5.0
Accommodation & Food Services;Erie;US;Home2 Suites by Hilton Erie, PA;16509;PA;4.0
Accommodation & Food Services;Erie;US;Quality Inn Suites Conference Center;16509;PA;4.0
Accommodation & Food Services;Erie;US;Hampton Inn Erie-South;16509;PA;5.0
Accommodation & Food Services;Erie;US;Hampton Inn Erie-South;16509;PA;3.0
Accommodation & Food Services;Erie;US;Hampton Inn Erie-South;16509;PA;3.0
Accommodation & Food Services;Erie;US;Wingate By Wyndham Erie;16509;PA;5.0
Accommodation & Food Services;Erie;US;Wingate By Wyndham Erie;16509;PA;4.0
Accommodation & Food Services;Erie;US;Wingate By Wyndham Erie;16509;PA;5.0
Accommodation & Food Services;Erie;US;Wingate By Wyndham Erie;16509;PA;5.0
Accommodation & Food Services;Erie;US;Wingate By Wyndham Erie;16509;PA;1.0
Accommodation & Food Services;Erie;US;Wingate By Wyndham Erie;16509;PA;5.0
Accommodation & Food Services;Duncansville;US;Comfort Inn Duncansville - Altoona;16635;PA;5.0
Accommodation & Food Services;Clearfield;US;Best Western Plus Clearfield;16830;PA;5.0
Accommodation & Food Services;Milesburg;US;Quality Inn;16853;PA;3.0
Accommodation & Food Services;Milesburg;US;Quality Inn;16853;PA;4.0
Accommodation & Food Services;Carlisle;US;Pike Motel;17013;PA;3.0
Accommodation & Food Services;Carlisle;US;Rodeway Inn;17013;PA;4.0
Accommodation & Food Services;Carlisle;US;Rodeway Inn;17013;PA;1.0
Accommodation & Food Services;Carlisle;US;Rodeway Inn;17013;PA;2.0
Accommodation & Food Services;Carlisle;US;Country Inn & Suites By Carlson, Carlisle, PA;17015;PA;5.0
Accommodation & Food Services;Harrisburg;US;Holiday Inn Express Harrisburg East;17109;PA;4.0
Accommodation & Food Services;Harrisburg;US;Courtyard Harrisburg Hershey;17111;PA;4.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;4.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;2.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;4.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Best Western Premier The Central Hotel & Conference Center;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Hilton Garden Inn Harrisburg East;17111;PA;3.0
Accommodation & Food Services;Harrisburg;US;Hilton Garden Inn Harrisburg East;17111;PA;2.0
Accommodation & Food Services;Harrisburg;US;Hilton Garden Inn Harrisburg East;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Hilton Garden Inn Harrisburg East;17111;PA;5.0
Accommodation & Food Services;Harrisburg;US;Hilton Garden Inn Harrisburg East;17111;PA;4.0
Accommodation & Food Services;Harrisburg;US;Hilton Garden Inn Harrisburg East;17111;PA;5.0
Accommodation & Food Services;Slate Run;US;Hotel Manor;17769;PA;5.0
Accommodation & Food Services;Danville;US;Pine Barn Inn;17821;PA;5.0
Accommodation & Food Services;Danville;US;Best Western Danville Inn;17821;PA;3.0
Accommodation & Food Services;Danville;US;Best Western Danville Inn;17821;PA;5.0
Accommodation & Food Services;Danville;US;Best Western Danville Inn;17821;PA;4.0
Accommodation & Food Services;Danville;US;Best Western Danville Inn;17821;PA;4.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;5.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;5.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;2.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;4.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;5.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;4.0
Accommodation & Food Services;Bethlehem;US;Holiday Inn Express & Suites Bethlehem;18015;PA;5.0
Accommodation & Food Services;Bethlehem;US;Residence Inn Allentown Bethlehem/Lehigh Valley Airport;18018;PA;5.0
Accommodation & Food Services;Bethlehem;US;Residence Inn Allentown Bethlehem/Lehigh Valley Airport;18018;PA;5.0
Accommodation & Food Services;Allentown;US;Comfort Inn-lehigh Valley West;18106;PA;3.0
Accommodation & Food Services;Allentown;US;Red Roof Inn Allentown Airport;18109;PA;3.0
Accommodation & Food Services;Moosic;US;Courtyard Scranton Wilkes-Barre;18507;PA;5.0
Accommodation & Food Services;Moosic;US;Courtyard Scranton Wilkes-Barre;18507;PA;5.0
Accommodation & Food Services;Moosic;US;Courtyard Scranton Wilkes-Barre;18507;PA;5.0
Accommodation & Food Services;Moosic;US;Courtyard Scranton Wilkes-Barre;18507;PA;5.0
Accommodation & Food Services;Scranton;US;Microtel Inn & Suites By Wyndham Dickson City/scranton;18519;PA;5.0
Accommodation & Food Services;Scranton;US;Microtel Inn & Suites By Wyndham Dickson City/scranton;18519;PA;5.0
Accommodation & Food Services;Scranton;US;Microtel Inn & Suites By Wyndham Dickson City/scranton;18519;PA;5.0
Accommodation & Food Services;Scranton;US;Microtel Inn & Suites By Wyndham Dickson City/scranton;18519;PA;5.0
Accommodation & Food Services;Scranton;US;Microtel Inn & Suites By Wyndham Dickson City/scranton;18519;PA;5.0
Accommodation & Food Services;Scranton;US;Microtel Inn & Suites By Wyndham Dickson City/scranton;18519;PA;5.0
Accommodation & Food Services;Pittston;US;Holiday Inn Express Wilkes-barre/scranton (airport);18641;PA;4.0
Accommodation & Food Services;New Hope;US;Olivia's Bridge Street Inn;18938;PA;4.0
Accommodation & Food Services;Morrisville;US;Quality Inn & Suites Nj State Capital Area;19067;PA;1.0
Accommodation & Food Services;Morrisville;US;Quality Inn & Suites Nj State Capital Area;19067;PA;5.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;1.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;3.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;5.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;5.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;5.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;3.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;5.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;4.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;5.0
Healthcare & Social Assistance;Philadelphia;US;Home2 Suites By Hilton Philadelphia-Convention Center, Pa;19107;PA;5.0
Accommodation & Food Services;West Chester;US;Hotel Warner;19380;PA;5.0
Accommodation & Food Services;West Chester;US;Hotel Warner;19380;PA;5.0
Accommodation & Food Services;King of Prussia;US;Radisson Hotel Valley Forge;19406;PA;5.0
Accommodation & Food Services;King of Prussia;US;Radisson Hotel Valley Forge;19406;PA;5.0
Accommodation & Food Services;King of Prussia;US;Best Western Plus The Inn at King of Prussia;19406;PA;5.0
Accommodation & Food Services;King of Prussia;US;Best Western Plus The Inn at King of Prussia;19406;PA;5.0
Accommodation & Food Services;King of Prussia;US;Best Western Plus The Inn at King of Prussia;19406;PA;4.0
Accommodation & Food Services;North Wales;US;Hampton Inn & Suites Philadelphia Montgomeryville;19454;PA;5.0
Accommodation & Food Services;North Wales;US;Hampton Inn & Suites Philadelphia Montgomeryville;19454;PA;5.0
Accommodation & Food Services;Phoenixville;US;Hilton Garden Inn Valley Forge/Oaks;19460;PA;5.0
Accommodation & Food Services;Phoenixville;US;Hilton Garden Inn Valley Forge/Oaks;19460;PA;5.0
Accommodation & Food Services;Phoenixville;US;Hilton Garden Inn Valley Forge/Oaks;19460;PA;4.0
Accommodation & Food Services;Phoenixville;US;Hilton Garden Inn Valley Forge/Oaks;19460;PA;5.0
Accommodation & Food Services;Plymouth Meeting;US;Courtyard Philadelphia Plymouth Meeting;19462;PA;3.0
Accommodation & Food Services;Birdsboro;US;Stonersville Hotel;19508;PA;4.0
