primaryCategories; city;country;name;postalCode;province;reviews.rating
Accommodation & Food Services;Ormond Beach;US;Atlantic Cove;32176;FL;4.0
Accommodation & Food Services;Ormond Beach;US;Atlantic Cove;32176;FL;3.0
Accommodation & Food Services;Jacksonville;US;Hilton Garden Inn Jacksonville Downtown Southbank;32207;FL;5.0
Accommodation & Food Services;Jacksonville;US;Hilton Garden Inn Jacksonville Downtown Southbank;32207;FL;4.0
Accommodation & Food Services;Jacksonville;US;Econo Lodge;32218;FL;3.0
Accommodation & Food Services;Jacksonville;US;Econo Lodge;32218;FL;1.0
Accommodation & Food Services;Jacksonville;US;Aloft Jacksonville Tapestry Park;32246;FL;5.0
Accommodation & Food Services;Jacksonville;US;Aloft Jacksonville Tapestry Park;32246;FL;4.0
Accommodation & Food Services;Jacksonville;US;Aloft Jacksonville Tapestry Park;32246;FL;5.0
Accommodation & Food Services;Jacksonville;US;Four Points by Sheraton Jacksonville Baymeadows;32256;FL;5.0
Accommodation & Food Services;Jacksonville;US;Four Points by Sheraton Jacksonville Baymeadows;32256;FL;5.0
Accommodation & Food Services;Tallahassee;US;Home2 Suites by Hilton Tallahassee State Capitol;32301;FL;5.0
Accommodation & Food Services;Tallahassee;US;Hilton Garden Inn Tallahassee Central;32301;FL;3.0
Accommodation & Food Services;Tallahassee;US;Home2 Suites by Hilton Tallahassee State Capitol;32301;FL;5.0
Accommodation & Food Services;Tallahassee;US;Hilton Garden Inn Tallahassee Central;32301;FL;5.0
Accommodation & Food Services;Tallahassee;US;Home2 Suites by Hilton Tallahassee State Capitol;32301;FL;5.0
Accommodation & Food Services;Tallahassee;US;Home2 Suites by Hilton Tallahassee State Capitol;32301;FL;5.0
Accommodation & Food Services;Tallahassee;US;Home2 Suites by Hilton Tallahassee State Capitol;32301;FL;5.0
Accommodation & Food Services;Tallahassee;US;Governor's Inn;32301;FL;4.0
Accommodation & Food Services;Tallahassee;US;Governor's Inn;32301;FL;3.0
Accommodation & Food Services;Panama City Beach;US;The Chateau Motel;32407;FL;2.0
Accommodation & Food Services;Panama City Beach;US;The Chateau Motel;32407;FL;5.0
Accommodation & Food Services;Pensacola;US;Springhill Suites Pensacola;32504;FL;5.0
Accommodation & Food Services;Pensacola;US;TownePlace Suites Pensacola;32504;FL;5.0
Accommodation & Food Services;Crestview;US;Econo Lodge;32536;FL;1.0
Accommodation & Food Services;Crestview;US;Econo Lodge;32536;FL;4.0
Accommodation & Food Services;Destin;US;Extended Stay America Destin - US 98 - Emerald Coast Pkwy.;32541;FL;5.0
Accommodation & Food Services;Destin;US;Extended Stay America Destin - US 98 - Emerald Coast Pkwy.;32541;FL;4.0
Accommodation & Food Services;Fort Walton Beach;US;Holiday Inn Resort Fort Walton Beach;32548;FL;5.0
Accommodation & Food Services;Fort Walton Beach;US;Holiday Inn Resort Fort Walton Beach;32548;FL;1.0
Accommodation & Food Services;Fort Walton Beach;US;Holiday Inn Resort Fort Walton Beach;32548;FL;5.0
Accommodation & Food Services;Fort Walton Beach;US;Holiday Inn Resort Fort Walton Beach;32548;FL;5.0
Accommodation & Food Services;Miramar Beach;US;Quality Inn Suites;32550;FL;1.0
Accommodation & Food Services;Niceville;US;Comfort Suites At Eglin Air Force Base;32578;FL;5.0
Accommodation & Food Services;Milton;US;Blackwater Inn Milton;32583;FL;3.0
Accommodation & Food Services;Milton;US;Blackwater Inn Milton;32583;FL;1.0
Accommodation & Food Services;Gainesville;US;Home2 Suites By Hilton Gainesville;32608;FL;5.0
Accommodation & Food Services;Gainesville;US;Home2 Suites By Hilton Gainesville;32608;FL;5.0
Accommodation & Food Services;Gainesville;US;Home2 Suites By Hilton Gainesville;32608;FL;5.0
Accommodation & Food Services;Gainesville;US;Rodeway Inn;32608;FL;1.0
Accommodation & Food Services;Gainesville;US;Courtyard Gainesville;32608;FL;4.0
Accommodation & Food Services;Gainesville;US;Courtyard Gainesville;32608;FL;5.0
Accommodation & Food Services;Gainesville;US;Courtyard Gainesville;32608;FL;3.0
Accommodation & Food Services;DeLand;US;Riviera Resort & Marina;32720;FL;5.0
Accommodation & Food Services;DeLand;US;Hampton Inn Suites Deland;32720;FL;5.0
Accommodation & Food Services;DeLand;US;Hampton Inn Suites Deland;32720;FL;5.0
Accommodation & Food Services;Lake Mary;US;Hampton Inn Suites Lake Mary At Colonial Townpark;32746;FL;5.0
Accommodation & Food Services;Lake Mary;US;Hampton Inn Suites Lake Mary At Colonial Townpark;32746;FL;5.0
Accommodation & Food Services;Orange City;US;Quality Inn;32763;FL;2.0
Accommodation & Food Services;Orange City;US;Quality Inn;32763;FL;1.0
Accommodation & Food Services;Tavares;US;Best Western Plus Lake County Inn & Suites;32778;FL;4.0
Accommodation & Food Services;Tavares;US;Best Western Plus Lake County Inn & Suites;32778;FL;5.0
Accommodation & Food Services;Orlando;US;Homewood Suites by Hilton Orlando-Nearest to Univ Studios;32819;FL;5.0
Accommodation & Food Services;Orlando;US;Tradewinds Restaurant;32821;FL;5.0
Accommodation & Food Services;Hollywood;US;Pousada Suites;33019;FL;4.0
Accommodation & Food Services;Hollywood;US;Caribbean Resort By The Ocean;33019;FL;3.0
Accommodation & Food Services;Hollywood;US;Caribbean Resort By The Ocean;33019;FL;4.0
Accommodation & Food Services;Hollywood;US;Caribbean Resort By The Ocean;33019;FL;5.0
Accommodation & Food Services;Hollywood;US;Ocean Drive Villas;33019;FL;4.0
Accommodation & Food Services;Hollywood;US;Ocean Drive Villas;33019;FL;3.0
Accommodation & Food Services;Hollywood;US;Neptune Hollywood Beach Hotel;33019;FL;3.0
Accommodation & Food Services;Hollywood;US;Neptune Hollywood Beach Hotel;33019;FL;5.0
Accommodation & Food Services;Hollywood;US;Neptune Hollywood Beach Hotel;33019;FL;1.0
Accommodation & Food Services;Hollywood;US;Neptune Hollywood Beach Hotel;33019;FL;5.0
Accommodation & Food Services;Hollywood;US;Neptune Hollywood Beach Hotel;33019;FL;5.0
Accommodation & Food Services;Hollywood;US;Neptune Hollywood Beach Hotel;33019;FL;5.0
Accommodation & Food Services;Hollywood;US;Quality Inn & Suites Airport/Cruise Port South;33020;FL;3.0
Accommodation & Food Services;Hollywood;US;Quality Inn & Suites Airport/Cruise Port South;33020;FL;1.0
Accommodation & Food Services;Hollywood;US;Quality Inn & Suites Airport/Cruise Port South;33020;FL;3.0
Accommodation & Food Services;Hollywood;US;Quality Inn & Suites Airport/Cruise Port South;33020;FL;3.0
Accommodation & Food Services;Hollywood;US;Holiday Inn Ft. Lauderdale-Airport;33020;FL;5.0
Accommodation & Food Services;Hollywood;US;Holiday Inn Ft. Lauderdale-Airport;33020;FL;4.0
Accommodation & Food Services;Hollywood;US;Holiday Inn Ft. Lauderdale-Airport;33020;FL;5.0
Accommodation & Food Services;Miami;US;Mandarin Oriental, Miami;33131;FL;5.0
Accommodation & Food Services;Miami;US;Palmeiras Beach Club at Grove Isle;33133;FL;1.0
Accommodation & Food Services;Miami Beach;US;Four Points by Sheraton Miami Beach;33140;FL;3.0
Accommodation & Food Services;Miami Beach;US;Four Points by Sheraton Miami Beach;33140;FL;4.0
Accommodation & Food Services;Miami Beach;US;Four Points by Sheraton Miami Beach;33140;FL;1.0
Accommodation & Food Services;Miami Beach;US;Four Points by Sheraton Miami Beach;33140;FL;4.0
Accommodation & Food Services;Miami Beach;US;Four Points by Sheraton Miami Beach;33140;FL;4.0
Accommodation & Food Services;Fort Lauderdale;US;Candlewood Suites Ft. Lauderdale Airport/Cruise;33315;FL;5.0
Accommodation & Food Services;Fort Lauderdale;US;Best Western Fort Lauderdale Airport/Cruise Port;33315;FL;2.0
Accommodation & Food Services;Fort Lauderdale;US;Best Western Fort Lauderdale Airport/Cruise Port;33315;FL;4.0
Accommodation & Food Services;Fort Lauderdale;US;Best Western Fort Lauderdale Airport/Cruise Port;33315;FL;4.0
Accommodation & Food Services;Fort Lauderdale;US;Best Western Fort Lauderdale Airport/Cruise Port;33315;FL;4.0
Accommodation & Food Services;Fort Lauderdale;US;Best Western Fort Lauderdale Airport/Cruise Port;33315;FL;5.0
Accommodation & Food Services;West Palm Beach;US;Hotel Evernia;33401;FL;2.0
Accommodation & Food Services;West Palm Beach;US;Hyatt Place West Palm Beach/Downtown;33401;FL;5.0
Accommodation & Food Services;West Palm Beach;US;Hyatt Place West Palm Beach/Downtown;33401;FL;5.0
Accommodation & Food Services;West Palm Beach;US;Hyatt Place West Palm Beach/Downtown;33401;FL;3.0
Accommodation & Food Services;West Palm Beach;US;Hyatt Place West Palm Beach/Downtown;33401;FL;5.0
Accommodation & Food Services;West Palm Beach;US;Hyatt Place West Palm Beach/Downtown;33401;FL;5.0
Accommodation & Food Services;West Palm Beach;US;Hampton Inn West Palm Beach Central Airport;33409;FL;4.0
Accommodation & Food Services;West Palm Beach;US;Hampton Inn West Palm Beach Central Airport;33409;FL;5.0
Accommodation & Food Services;Jupiter;US;Best Western Intracoastal Inn;33477;FL;5.0
Accommodation & Food Services;Jupiter;US;Best Western Intracoastal Inn;33477;FL;4.0
Accommodation & Food Services;Palm Beach;US;Colony Hotel;33480;FL;5.0
Accommodation & Food Services;Tampa;US;Grand Hyatt Tampa Bay;33607;FL;5.0
Accommodation & Food Services;Tampa;US;Grand Hyatt Tampa Bay;33607;FL;4.0
Accommodation & Food Services;Tampa;US;Grand Hyatt Tampa Bay;33607;FL;5.0
Accommodation & Food Services;Tampa;US;Grand Hyatt Tampa Bay;33607;FL;5.0
Accommodation & Food Services;Tampa;US;Grand Hyatt Tampa Bay;33607;FL;4.0
Accommodation & Food Services;Tampa;US;Chase Suite Hotel Tampa;33607;FL;4.0
Accommodation & Food Services;Tampa;US;Chase Suite Hotel Tampa;33607;FL;3.0
Accommodation & Food Services;Tampa;US;Chase Suite Hotel Tampa;33607;FL;2.0
Accommodation & Food Services;Tampa;US;Chase Suite Hotel Tampa;33607;FL;4.0
Accommodation & Food Services;Tampa;US;Chase Suite Hotel Tampa;33607;FL;1.0
Accommodation & Food Services;Tampa;US;Hilton Garden Inn Tampa East/brandon;33610;FL;4.0
Accommodation & Food Services;Tampa;US;Hilton Garden Inn Tampa East/brandon;33610;FL;5.0
Accommodation & Food Services;Tampa;US;Hilton Garden Inn Tampa East/brandon;33610;FL;5.0
Accommodation & Food Services;Tampa;US;Hilton Garden Inn Tampa East/brandon;33610;FL;4.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;4.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;5.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;5.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;3.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;2.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;1.0
Accommodation & Food Services;Tampa;US;Baymont Inn & Suites Tampa near Busch Gardens / USF;33612;FL;4.0
Accommodation & Food Services;Tampa;US;Holiday Inn Hotel & Suites Tampa North-busch Gardens Area;33612;FL;5.0
Accommodation & Food Services;Tampa;US;Comfort Suites Tampa / Brandon;33619;FL;2.0
Accommodation & Food Services;Clearwater;US;Comfort Inn & Suites;33762;FL;4.0
Accommodation & Food Services;Clearwater;US;Comfort Inn & Suites;33762;FL;5.0
Accommodation & Food Services;Clearwater Beach;US;Echo Sails Motel;33767;FL;5.0
Accommodation & Food Services;Clearwater Beach;US;Chart House Suites On Clearwater Bay;33767;FL;4.0
Accommodation & Food Services;Clearwater Beach;US;Chart House Suites On Clearwater Bay;33767;FL;5.0
Accommodation & Food Services;Lakeland;US;Holiday Inn Express & Suites Lakeland North - I-4;33809;FL;5.0
Accommodation & Food Services;Lakeland;US;Holiday Inn Express & Suites Lakeland North - I-4;33809;FL;5.0
Accommodation & Food Services;Avon Park;US;Oak Tree Inn;33825;FL;1.0
Accommodation & Food Services;Lake Placid;US;Holiday Inn Express & Suites Lake Placid;33852;FL;4.0
Accommodation & Food Services;Davenport;US;Hampton Inn Orlando-Maingate South;33897;FL;4.0
Accommodation & Food Services;Davenport;US;Hampton Inn Orlando-Maingate South;33897;FL;5.0
Accommodation & Food Services;Cape Coral;US;Dolphin Key Resort;33904;FL;4.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;4.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Fort Myers;US;Hampton Inn Suites Fort Myers-Colonial Blvd.;33916;FL;5.0
Accommodation & Food Services;Captiva;US;"Jensen's ""On the Gulf""";33924;FL;5.0
Accommodation & Food Services;Captiva;US;"Jensen's ""On the Gulf""";33924;FL;4.0
Accommodation & Food Services;Captiva;US;"Jensen's ""On the Gulf""";33924;FL;5.0
Accommodation & Food Services;Punta Gorda;US;Four Points by Sheraton Punta Gorda Harborside;33950;FL;2.0
Accommodation & Food Services;Punta Gorda;US;Four Points by Sheraton Punta Gorda Harborside;33950;FL;4.0
Accommodation & Food Services;Sanibel;US;Sanibel Inn;33957;FL;3.0
Accommodation & Food Services;Sanibel;US;Sanibel Inn;33957;FL;4.0
Accommodation & Food Services;Sanibel;US;Sanibel Inn;33957;FL;3.0
Accommodation & Food Services;Naples;US;Ramada Naples;34102;FL;5.0
Accommodation & Food Services;Naples;US;Residence Inn Naples;34103;FL;5.0
Accommodation & Food Services;Naples;US;Residence Inn Naples;34103;FL;4.0
Accommodation & Food Services;Naples;US;Residence Inn Naples;34103;FL;5.0
Accommodation & Food Services;Naples;US;Residence Inn Naples;34103;FL;5.0
Accommodation & Food Services;Naples;US;Residence Inn Naples;34103;FL;4.0
Accommodation & Food Services;Naples;US;Fairfield Inn & Suites Naples;34117;FL;5.0
Accommodation & Food Services;Naples;US;SpringHill Suites Naples;34117;FL;5.0
Accommodation & Food Services;Naples;US;SpringHill Suites Naples;34117;FL;5.0
Accommodation & Food Services;Naples;US;SpringHill Suites Naples;34117;FL;5.0
Accommodation & Food Services;Naples;US;SpringHill Suites Naples;34117;FL;4.0
Accommodation & Food Services;Bradenton;US;Hampton Inn & Suites Bradenton Downtown Historic District;34205;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;5.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;4.0
Arts Entertainment & Recreation;Longboat Key;US;The Resort at Longboat Key Club;34228;FL;4.0
Accommodation & Food Services;Sarasota;US;Aloft Sarasota;34236;FL;5.0
Accommodation & Food Services;Sarasota;US;Holiday Inn Sarasota-Airport;34243;FL;4.0
Accommodation & Food Services;Port Richey;US;Holiday Inn Express & Suites Port Richey;34668;FL;4.0
Accommodation & Food Services;Port Richey;US;Holiday Inn Express & Suites Port Richey;34668;FL;5.0
Accommodation & Food Services;Port Richey;US;Holiday Inn Express & Suites Port Richey;34668;FL;5.0
Accommodation & Food Services;Port Richey;US;Holiday Inn Express & Suites Port Richey;34668;FL;4.0
Accommodation & Food Services;Port Richey;US;Holiday Inn Express & Suites Port Richey;34668;FL;1.0
Accommodation & Food Services;Oldsmar;US;Hampton Inn & Suites Tampa Northwest/oldsmar;34677;FL;5.0
Accommodation & Food Services;Clermont;US;Holiday Inn Express Clermont;34711;FL;5.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;3.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;1.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;4.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;2.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;4.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;5.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;3.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;4.0
Accommodation & Food Services;Kissimmee;US;Baymont Inn & Suites Celebration;34747;FL;3.0
Accommodation & Food Services;Kissimmee;US;High Point World Resort;34747;FL;5.0
Accommodation & Food Services;Kissimmee;US;High Point World Resort;34747;FL;3.0
Accommodation & Food Services;Kissimmee;US;High Point World Resort;34747;FL;5.0
Accommodation & Food Services;Okeechobee;US;Best Western Lake Okeechobee;34974;FL;4.0
Accommodation & Food Services;Brentwood;US;Hilton Garden Inn Nashville Brentwood;37027;TN;5.0
Accommodation & Food Services;Brentwood;US;Residence Inn Nashville Brentwood;37027;TN;3.0
Accommodation & Food Services;Brentwood;US;Residence Inn Nashville Brentwood;37027;TN;4.0
Accommodation & Food Services;Clarksville;US;Westgate Inn & Suites;37040;TN;1.0
Accommodation & Food Services;Clarksville;US;Home2 Suites by Hilton Clarksville/Ft. Campbell;37040;TN;5.0
Accommodation & Food Services;Cornersville;US;Econo Lodge;37047;TN;1.0
Accommodation & Food Services;Franklin;US;Drury Plaza Hotel Nashville Franklin;37067;TN;5.0
Accommodation & Food Services;Franklin;US;Drury Plaza Hotel Nashville Franklin;37067;TN;5.0
Accommodation & Food Services;Goodlettsville;US;Fairwinds Inn;37072;TN;5.0
Accommodation & Food Services;Goodlettsville;US;Fairwinds Inn;37072;TN;5.0
Accommodation & Food Services;Goodlettsville;US;Magnuson Hotel Nashville North;37072;TN;1.0
Accommodation & Food Services;Lewisburg;US;Richland Inn - Lewisburg;37091;TN;4.0
Accommodation & Food Services;Lewisburg;US;Richland Inn - Lewisburg;37091;TN;1.0
Accommodation & Food Services;Lewisburg;US;Richland Inn - Lewisburg;37091;TN;4.0
Accommodation & Food Services;White House;US;Holiday Inn Express White House;37188;TN;4.0
Accommodation & Food Services;Nashville;US;Best Western Suites Near Opryland;37214;TN;3.0
Accommodation & Food Services;Nashville;US;Best Western Suites Near Opryland;37214;TN;5.0
Accommodation & Food Services;Nashville;US;Best Western Suites Near Opryland;37214;TN;1.0
Accommodation & Food Services;Nashville;US;Best Western Suites Near Opryland;37214;TN;5.0
Accommodation & Food Services;Nashville;US;Best Western Suites Near Opryland;37214;TN;3.0
Accommodation & Food Services;Nashville;US;Best Western Suites Near Opryland;37214;TN;5.0
Accommodation & Food Services;Nashville;US;Embassy Suites by Hilton Nashville Airport;37214;TN;5.0
Accommodation & Food Services;Athens;US;Comfort Inn;37303;TN;5.0
Accommodation & Food Services;Cleveland;US;Mountain View Inn;37312;TN;3.0
Accommodation & Food Services;Dayton;US;Best Western Dayton;37321;TN;3.0
Accommodation & Food Services;Dayton;US;Best Western Dayton;37321;TN;4.0
Accommodation & Food Services;Dayton;US;Best Western Dayton;37321;TN;4.0
Accommodation & Food Services;Chattanooga;US;Courtyard Chattanooga Downtown;37402;TN;4.0
Accommodation & Food Services;Chattanooga;US;Courtyard Chattanooga Downtown;37402;TN;3.0
Accommodation & Food Services;Chattanooga;US;Courtyard Chattanooga Downtown;37402;TN;4.0
Accommodation & Food Services;Chattanooga;US;Economy Inn;37411;TN;1.0
Accommodation & Food Services;Chattanooga;US;MainStay Suites;37421;TN;5.0
Accommodation & Food Services;Johnson City;US;Econo Lodge Inn Suites;37601;TN;2.0
Accommodation & Food Services;Johnson City;US;Comfort Suites;37604;TN;4.0
Accommodation & Food Services;Clinton;US;Hampton Inn Knoxville/Clinton I-75;37716;TN;5.0
Accommodation & Food Services;Cosby;US;The Cub Motel;37722;TN;4.0
Accommodation & Food Services;Cosby;US;The Cub Motel;37722;TN;5.0
Accommodation & Food Services;Cosby;US;The Cub Motel;37722;TN;5.0
Accommodation & Food Services;Cosby;US;The Cub Motel;37722;TN;1.0
Accommodation & Food Services;Gatlinburg;US;Chalet Inn;37738;TN;3.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;2.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;4.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;4.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;4.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;5.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;5.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;4.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;4.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;3.0
Accommodation & Food Services;Gatlinburg;US;Best Western Twin Islands;37738;TN;5.0
Accommodation & Food Services;Gatlinburg;US;Jack Huff's;37738;TN;5.0
Accommodation & Food Services;Newport;US;Holiday Inn Express & Suites Newport South;37821;TN;4.0
Accommodation & Food Services;Sevierville;US;Days Inn Apple Valley Sevierville;37862;TN;4.0
Accommodation & Food Services;Sevierville;US;Days Inn Apple Valley Sevierville;37862;TN;4.0
Accommodation & Food Services;Sevierville;US;Days Inn Apple Valley Sevierville;37862;TN;3.0
Accommodation & Food Services;Sevierville;US;Days Inn Apple Valley Sevierville;37862;TN;2.0
Accommodation & Food Services;Sevierville;US;Days Inn Apple Valley Sevierville;37862;TN;5.0
Accommodation & Food Services;Pigeon Forge;US;Hampton Inn Suites Pigeon Forge On The Parkway;37863;TN;5.0
Accommodation & Food Services;Pigeon Forge;US;Hampton Inn Suites Pigeon Forge On The Parkway;37863;TN;3.0
Accommodation & Food Services;Pigeon Forge;US;Microtel Inn Suites by Wyndham Pigeon Forge;37863;TN;5.0
Accommodation & Food Services;Knoxville;US;Travelodge Knoxville West;37919;TN;5.0
Accommodation & Food Services;Knoxville;US;Travelodge Knoxville West;37919;TN;1.0
Accommodation & Food Services;Knoxville;US;Hampton Inn Suites Knoxville Papermill Drive;37919;TN;5.0
Accommodation & Food Services;Knoxville;US;Comfort Suites;37932;TN;1.0
Accommodation & Food Services;Knoxville;US;Comfort Suites;37932;TN;5.0
Accommodation & Food Services;Knoxville;US;Comfort Suites;37932;TN;5.0
Accommodation & Food Services;Brownsville;US;Rodeway Inn;38012;TN;2.0
Accommodation & Food Services;Jackson;US;Hampton Inn & Suites Jackson;38305;TN;4.0
Accommodation & Food Services;Jackson;US;Hampton Inn & Suites Jackson;38305;TN;2.0
Accommodation & Food Services;Jackson;US;Hampton Inn & Suites Jackson;38305;TN;5.0
Accommodation & Food Services;Jackson;US;Hampton Inn & Suites Jackson;38305;TN;5.0
Accommodation & Food Services;Columbia;US;Comfort Inn;38401;TN;4.0
Accommodation & Food Services;Columbia;US;Super 8 Columbia;38401;TN;3.0
Accommodation & Food Services;Mount Pleasant;US;America's Best Value Inn Suites;38474;TN;3.0
Accommodation & Food Services;Horn Lake;US;Best Western Plus Goodman Inn & Suites;38637;MS;5.0
Accommodation & Food Services;Oxford;US;Hampton Inn Oxford-West;38655;MS;5.0
Accommodation & Food Services;Oxford;US;Hampton Inn Oxford-West;38655;MS;4.0
Accommodation & Food Services;Southaven;US;Hampton Inn Memphis/Southaven;38671;MS;5.0
Accommodation & Food Services;Southaven;US;Hampton Inn Memphis/Southaven;38671;MS;3.0
Accommodation & Food Services;Southaven;US;Hampton Inn Memphis/Southaven;38671;MS;5.0
Accommodation & Food Services;Southaven;US;Comfort Suites;38671;MS;5.0
Accommodation & Food Services;Indianola;US;Hampton Inn Indianola;38751;MS;5.0
Accommodation & Food Services;Tupelo;US;Best Western Plus Tupelo Inn & Suites;38804;MS;5.0
Accommodation & Food Services;Tupelo;US;Best Western Plus Tupelo Inn & Suites;38804;MS;5.0
Accommodation & Food Services;Tupelo;US;Best Western Plus Tupelo Inn & Suites;38804;MS;4.0
Accommodation & Food Services;Tupelo;US;Best Western Plus Tupelo Inn & Suites;38804;MS;4.0
Accommodation & Food Services;Vicksburg;US;Econo Lodge;39183;MS;5.0
Accommodation & Food Services;Bardstown;US;Comfort Inn;40004;KY;4.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;5.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;5.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;5.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;4.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;3.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;4.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;4.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;3.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;5.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;2.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;3.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;5.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;3.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;4.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;5.0
Accommodation & Food Services;Louisville;US;Galt House Hotel;40202;KY;4.0
Accommodation & Food Services;Louisville;US;Courtyard Louisville Airport;40209;KY;5.0
Accommodation & Food Services;Louisville;US;Comfort Inn Suites Airport and Expo;40209;KY;5.0
Accommodation & Food Services;Louisville;US;Comfort Inn Suites Airport and Expo;40209;KY;3.0
Accommodation & Food Services;Louisville;US;Comfort Inn Suites Airport and Expo;40209;KY;5.0
Accommodation & Food Services;Richmond;US;Comfort Suites;40475;KY;5.0
Accommodation & Food Services;Lexington;US;Home2 Suites by Hilton Lexington University / Medical Center;40503;KY;5.0
Accommodation & Food Services;Lexington;US;Home2 Suites by Hilton Lexington University / Medical Center;40503;KY;5.0
Accommodation & Food Services;Lexington;US;Home2 Suites by Hilton Lexington University / Medical Center;40503;KY;4.0
Accommodation & Food Services;Lexington;US;Home2 Suites by Hilton Lexington University / Medical Center;40503;KY;5.0
Accommodation & Food Services;Lexington;US;Hampton Inn Lexington Medical Center;40503;KY;5.0
Accommodation & Food Services;Lexington;US;Motel 6;40505;KY;5.0
Accommodation & Food Services;Lexington;US;Sleep Inn;40509;KY;1.0
Accommodation & Food Services;Lexington;US;Residence Inn Lexington North;40511;KY;4.0
Accommodation & Food Services;Lexington;US;Residence Inn Lexington North;40511;KY;3.0
Accommodation & Food Services;Lexington;US;Residence Inn Lexington North;40511;KY;1.0
Accommodation & Food Services;Corbin;US;Fairfield Inn Corbin;40701;KY;5.0
