created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Dec 19 04:18:11 +0000 2023;1736964115497984509;"makanya gojo dimatiin soalnya kalo ga mati yuuji ga bisa berkembang. yuuji bakal kegeser dr posisi wkwk. but it's fun to watch sih..";0;1;0;0;in;2346526578;1736963403569385914;yousevenseas;https://twitter.com/yousevenseas/status/1736964115497984509
Tue Dec 19 04:04:44 +0000 2023;1736960734502989937;"@efrzld Kalo AoT kan karakter2nya mati pas menjelang ending arc ya, jd abis itu ada waktu buat character development dulu lah. Sama kaya matinya Jiraiya atau Ace. Lah Ini mah Nanami mati, terus Nobara mati, belum ada development apa-apa tau-tau Gojo mati wkwk";0;0;0;0;in;86716782;1736923076435317221;hirzanando;https://twitter.com/hirzanando/status/1736960734502989937
Tue Dec 19 03:59:26 +0000 2023;1736959397879075174;"baca tweet gojo mati dibiarin ngebangke gitu aja gue ketawa berat fuckkkkkk 😭😭😭😭";0;1;0;0;in;1463167889352048641;1736959397879075174;mediolady;https://twitter.com/mediolady/status/1736959397879075174
Tue Dec 19 03:52:21 +0000 2023;1736957617526689882;"Gojo mati gunanya spya sorcerers lain jadi dapat jatah fight screen time. Tp dari segi value jadi kebingungan krn skrg siapa yg bisa ngalahin sukuna kalo karakter se-op gojo aja mati? Yuuji mau dibuff jg bakal terkesan tiba2. Gojo mati jg ga "achieve" apapun buat dunia jujutsu";0;2;2;17;in;1608887658725650432;1736957617526689882;sediterus;https://twitter.com/sediterus/status/1736957617526689882
Tue Dec 19 03:51:15 +0000 2023;1736957339952091247;"Pas gojo mati pun gaada penjelasan impactnya apaan,kek dibiarin ngebangke gitu aja  Ongkoh kelahiran gojo th ngebawa dampak buat dunia jujutsu,ya harusnya kematian dia juga ngebawa dampak atuh...";4;3;11;42;in;1704350126138150912;1736957339952091247;yoruimichi;https://twitter.com/yoruimichi/status/1736957339952091247
Tue Dec 19 03:41:02 +0000 2023;1736954766641770807;"Sampe gojo mati kemaren gue udh mulai mikir apakah jjk ini tujuannya ke hal2 semacam being and nothingness, basically echoing existentialism-absurdism yg nekenin idup tujuannya apa si intinya manusia muter2 di lingkaran setan dan ngeliat twt ini w semakin yakin wkwkwkwk";0;0;0;0;in;1268547469723545603;1736954766641770807;hyuktaexi_;https://twitter.com/hyuktaexi_/status/1736954766641770807
Tue Dec 19 03:08:23 +0000 2023;1736946552915230823;"@Rossifinza Padahal secara cerita, udah bagus final battlenya Gojo Vs Sukunya, Kenjaku vs murid-murid Gojo. Eh Gojo dibikin mati, Sukuna udah ke true formnya. Gimana cara paling masuk akal buat ngalahinnya coba?";6;3;8;77;in;1005789920244330496;1736773387136200863;crutskii;https://twitter.com/crutskii/status/1736946552915230823
Tue Dec 19 03:04:35 +0000 2023;1736945593397002325;"Menurutku JJK selesai pas Gojo mati. Itadori sebagai MC yg bukan dari 3 klan utama "terlalu muda seribu tahun" buat ngebunuh Sukuna (dengan asumsi Sukuna tetap pure villain yg ga bisa dijurus bacot no jutsu).";0;0;0;1;in;190527273;1736943219190174025;iniapi_;https://twitter.com/iniapi_/status/1736945593397002325
Tue Dec 19 01:57:50 +0000 2023;1736928796098630115;"Bandara after lifenya Jujutsu Kaisen beberapa minggu kedepan be like:  "WELCOMEE CHOSOO!!!!! Selamat kamu mati lagi karena Sukuna."  Disambut Geto, Gojo, Haibara, Nanami dan penyihir yang udah mati";0;0;0;2;in;1188423057527885824;1736928796098630115;Luciflith;https://twitter.com/Luciflith/status/1736928796098630115
Tue Dec 19 01:53:34 +0000 2023;1736927723640307874;"@nyienyo gue juga naksir soalnya mirip kekasihku yang sudah mati (gojo)";0;1;0;0;in;1316334190074290176;1736921780781281618;kadilta;https://twitter.com/kadilta/status/1736927723640307874
Tue Dec 19 01:35:06 +0000 2023;1736923076435317221;"Setuju banget soal ini wkwk. JJK itu awalnya seru sampai karakternya banyak yg mati "meaningless". Bahkan Gojo mati pun impact ke mood story nya Kecil banget soalnya tau-tau yg lain lanjut battle aja gitu.";0;2;0;0;in;86716782;1736923076435317221;hirzanando;https://twitter.com/hirzanando/status/1736923076435317221
Tue Dec 19 00:51:06 +0000 2023;1736912004412281306;"emang gege nya aja yang pengin gojo mati cepet kak😿";0;0;0;0;in;1715732865642872832;1736912004412281306;pinkywinkiyy;https://twitter.com/pinkywinkiyy/status/1736912004412281306
Mon Dec 18 23:38:24 +0000 2023;1736893706207449451;"@Lupiyatama @ardityatisha wwwww iya suka skip ma penjelasan.. tau tau gojo mati 🤣🤣🤣";0;0;0;0;in;187761853;1736659997151654027;randomgapen;https://twitter.com/randomgapen/status/1736893706207449451
Mon Dec 18 23:14:03 +0000 2023;1736887578555777459;"Jjk tu bisa semasif skrg tuh gr gr mappa sumpah animasinya bagus bgt 😭😭😭  Dari segi cerita mah berantakan messy bgt  katanya gojo strongest tapi kok mati??? Kek mana??? trus matinya kayak “gitu doang”";0;0;0;0;in;1401816783296679936;1736887578555777459;ningnangneng;https://twitter.com/ningnangneng/status/1736887578555777459
Mon Dec 18 23:00:30 +0000 2023;1736884170939597079;"@ardityatisha @randomgapen Emang ribet itu, aku sih bacanya udah bodo amat, bat bet bat bet, gojo mati";0;1;0;0;in;195149228;1736659997151654027;Lupiyatama;https://twitter.com/Lupiyatama/status/1736884170939597079
Mon Dec 18 16:55:26 +0000 2023;1736792297243914700;"Kemaren dazai mati (tapi untung masih idup), Gojo mati jadi kiko, Hanwool tubuhnya ilang tidak ditemukan setelah kebakaran dan bisa jadi dah mati, baek siyoon bundir, LALU SEKARANG BAEKJIN NA MATI KETABRAK TRUK?!?!! HALAH TAI BUNUH SEMUA BUNUH https://t.co/epYU50Ktnp";0;0;0;1;in;1317002457524838407;1736792297243914700;Viiolettaee;https://twitter.com/Viiolettaee/status/1736792297243914700
Mon Dec 18 16:42:28 +0000 2023;1736789033064575394;"Skrg bayangin, disegel 19 hari dg rentang waktu yg bisa jadi lebih lama dari seharusnya (di dlm segel), kehilangan masa muda, temen2nya bnyk yg mati, nanggung beban jdi the strongest sekaligus guru dan satu2nya wakil klan gojo. Hrus bunuh temen sendiri, trus skrg-";0;1;0;1;in;718653050911461376;1736789031474933920;asukanijimura;https://twitter.com/asukanijimura/status/1736789033064575394
Mon Dec 18 16:41:14 +0000 2023;1736788725424648541;"@wholiesouled THE FACT THAT temenku udah beliin ini sebelum chapter Gojo mati I'M CRYINGGGGGGGG";0;0;0;0;in;758974899683598338;1736786158158549090;Haveraine;https://twitter.com/Haveraine/status/1736788725424648541
Mon Dec 18 15:53:42 +0000 2023;1736776762556821959;"@who_zai_reeeeee The way gojo mati is just bullshit man";0;0;0;1;en;294508450;1736750512085807551;HafHai;https://twitter.com/HafHai/status/1736776762556821959
Mon Dec 18 15:51:45 +0000 2023;1736776269734502498;"Soal jurus2 di JJK, aku juga sepakat. Jurus sihirnya susah dipahami. Kutukan kebalikannya  Pak Gojo itu gimana coba? Ada yang paham gak itu gimana sampe bikin Gojo gak mati walaupun ditusuk?";0;2;0;0;in;233421923;1736776269734502498;rakhmad_hp;https://twitter.com/rakhmad_hp/status/1736776269734502498
Mon Dec 18 15:17:14 +0000 2023;1736767585646231768;"@who_zai_reeeeee Time gojo mati aku sumpah wtf gila. That’s when I know gege sucks at writing";0;1;0;0;en;294508450;1736750512085807551;HafHai;https://twitter.com/HafHai/status/1736767585646231768
Mon Dec 18 15:16:51 +0000 2023;1736767486723567682;"@akrmidori Sudah iklas Gojo mati, tapi kalau nemu plot hole begini seakan2 Gojo dipaksa mati supaya story tetep jalan Jadi ga iklas lagi";0;1;0;0;in;1424504466;1736763214178996254;okinawa90s;https://twitter.com/okinawa90s/status/1736767486723567682
Mon Dec 18 15:06:26 +0000 2023;1736764867456246057;"@HafHai Hahahaha, ouh yelah, madara mati bodoh macam tu jeee. Tgk cemane, but aot ade lah moment griefing kejap, erwin, commander pompuan tu ape kenamenya, lupa. Gojo mati pun ade moment mat hahaha";0;1;0;1;in;235152466;1736750512085807551;who_zai_reeeeee;https://twitter.com/who_zai_reeeeee/status/1736764867456246057
Mon Dec 18 14:39:17 +0000 2023;1736758033143980276;"@SatoruGojoFans Oooo~ Kirain maksudnya jiwanya ditukar untuk menghidupkan yg mati 😅  Kalo begitu kira kira gojo masih berani ngeledekin utahime gak ya 😆";1;0;0;0;in;2148372846;1736754499384201372;je_jejjee;https://twitter.com/je_jejjee/status/1736758033143980276
Mon Dec 18 14:27:24 +0000 2023;1736755043351834825;"Gw denial gojo mati aku juga denial schneider mati karena di kepalaku mereka hidup";0;1;0;3;in;1304346073633230848;1736755043351834825;stetoskopink;https://twitter.com/stetoskopink/status/1736755043351834825
Mon Dec 18 14:25:14 +0000 2023;1736754499384201372;"Tehnik skali pake mksdnya tuh... Energinya besar. Dan pingsan. Gak akan bisa di pake lg slanjutnya.   Bukan tehnik terlarang. Jd kek semacam guru guy gt loh.   Paling pingsan iya. Mati mah kagak.  Jd jatohnya gOjo utang nyawa ke ayang utahime kiw kiw";0;1;0;0;in;1128725266606346241;1736754499384201372;SatoruGojoFans;https://twitter.com/SatoruGojoFans/status/1736754499384201372
Mon Dec 18 14:05:30 +0000 2023;1736749530820030734;"gue masih denial kalo gojo beneran mati...";0;0;0;0;in;1442875266708094981;1736749530820030734;bokutoheii;https://twitter.com/bokutoheii/status/1736749530820030734
Mon Dec 18 13:55:40 +0000 2023;1736747058072330686;"@mosphell__ @JPFBASE bener bener dah kalo yuuji tuh hampir setengah character intinya tuh matek kek gojo geto nanami nobara megumi toji semua mati, nanti pas ending yg idup bener bener tinggal yuji sendirian 😭 ditemenin ama yuta paling sama abang choso";0;0;0;1;in;1201746447751737345;1736663842141458851;ourdesiree;https://twitter.com/ourdesiree/status/1736747058072330686
Mon Dec 18 13:40:23 +0000 2023;1736743211086102793;"@cqklat @yakcuza @sooyount @briighxt @pvrkcy Gojo dah mati ah";0;0;0;0;in;1021848128;1736740057686692150;cheyeona;https://twitter.com/cheyeona/status/1736743211086102793
Mon Dec 18 13:38:08 +0000 2023;1736742646864093353;"temen kerja gue aja nanya "gojo beneran mati?" GUE SHOCK DONG, WKWK TERNYATA DIA LIAT DI TWT JUGA😔 jadi gak mungkin gasi klo di jepun gak trending???";0;0;0;0;in;1260940681545052161;1736742646864093353;puppyfluffy_94;https://twitter.com/puppyfluffy_94/status/1736742646864093353
Mon Dec 18 13:30:01 +0000 2023;1736740602166075422;"Emang overated  Chara development hampir ga ada, ada pun dipotong tengah jalan di ancurin di remake semau author  Character nya dikenal bukan karena chara developmentalnya tapi karena gimmick fetish daddy nya  Nanami dan Gojo yg udah mati aja yg membekas dihati fans nya";0;0;0;3;in;1115929669700804608;1736740602166075422;itsurboihyl;https://twitter.com/itsurboihyl/status/1736740602166075422
Mon Dec 18 13:07:18 +0000 2023;1736734885283598658;"real (gojo mati lg)";0;0;0;0;in;1198605684033507329;1736734885283598658;xobalr;https://twitter.com/xobalr/status/1736734885283598658
Mon Dec 18 12:05:31 +0000 2023;1736719337581576556;"@SatoruGojoFans Ya kalo dia bisa menghidupkan orang mati dan cuma sekali berarti gojo orang yg tepat untuk teknik itu, tapi gak mau ah utahime gak boleh mati😥";1;0;0;0;in;2148372846;1736707723134460415;je_jejjee;https://twitter.com/je_jejjee/status/1736719337581576556
Mon Dec 18 11:59:00 +0000 2023;1736717699005415691;"@SatoruGojoFans Ahh aku tau maksudmu 😏 kalo bener maka Gojo tetap mati aja ya😇";0;1;0;0;in;2148372846;1736707723134460415;je_jejjee;https://twitter.com/je_jejjee/status/1736717699005415691
Mon Dec 18 08:38:15 +0000 2023;1736667176109781330;"@paksoeharto @embeniseptian @OtakuBoxID gojo mati itu jelek banget eksekusinya, padahal mending dibuat extreme diff ketimbang dh win tbtb offscreen anjir kocak";0;2;0;15;in;1504240126893105152;1736585021023232177;orioramor;https://twitter.com/orioramor/status/1736667176109781330
Mon Dec 18 07:43:54 +0000 2023;1736653499084230972;"@od0ie Tp emg bnr yang dia bilang Gojo  mati mang bnr kah  Ktnya dia balik lg, 😭😭😭";0;1;0;0;in;1128725266606346241;1736501690776342906;SatoruGojoFans;https://twitter.com/SatoruGojoFans/status/1736653499084230972
Mon Dec 18 07:28:23 +0000 2023;1736649595307090220;"Dari balasan2 video ini bisa diliat ternyata banyak banget yg gak bisa terikat emosinya sama JJK.  Terus itu kalian yg birahi liat Nanami &amp  nangis pas Gojo mati tuh karena apa gaes?";0;0;0;0;in;162036484;1736649595307090220;goesdut;https://twitter.com/goesdut/status/1736649595307090220
Mon Dec 18 04:01:58 +0000 2023;1736597650332635463;"@hazimnomad Wtf? Gojo mati?? Mati dlm kotak tu? Fans mmg f up so tak bother. Kenapa dia mati? How? Bongokla author. Kuat mcm tu pon kau nak matikan. Igt si rambut pink tu akan surpass gojo senang2 je ke 🙄 tahula dia ML. Menyirap lak";0;1;0;0;in;941310128;1736595572361134488;watashiwanazara;https://twitter.com/watashiwanazara/status/1736597650332635463
Mon Dec 18 03:56:41 +0000 2023;1736596317869322677;"jangan senggal senggol gue pake kalimat kiko atau gojo mati ya anj, kau ku block anjg yg ada";0;0;0;2;in;1469941612604112896;1736596317869322677;SAT0URU;https://twitter.com/SAT0URU/status/1736596317869322677
Mon Dec 18 03:53:43 +0000 2023;1736595572361134488;"Betul ke gojo dah/akan mati?";0;2;0;0;in;941310128;1736595572361134488;watashiwanazara;https://twitter.com/watashiwanazara/status/1736595572361134488
Mon Dec 18 03:42:48 +0000 2023;1736592823754047804;"Ini sampe yg ga nonton anime aja tau gojo mati nder wkwkwk";0;0;0;0;in;1320982277610823681;1736592823754047804;prymroses;https://twitter.com/prymroses/status/1736592823754047804
Mon Dec 18 00:42:11 +0000 2023;1736547372635967693;"@JUJUTSUFESS Ini udah beneran Gojo mati nih? Aku gak ngikutin manga ...";0;1;0;2;in;1540879398265425921;1736253032604790946;snsoreniw;https://twitter.com/snsoreniw/status/1736547372635967693
Sun Dec 17 19:45:52 +0000 2023;1736472799211110647;"@chaerhy Plot twist yang gege kasih. Sukuna kalah, megumi ikut mati, nobara mati, gojo mati, yuta mati semuanya mati. Udahan ini anime bubarin aja.";0;1;0;0;in;2570241523;1736441225283322231;fushigurg;https://twitter.com/fushigurg/status/1736472799211110647
Sun Dec 17 19:27:05 +0000 2023;1736468075120410847;"@shouguru Minimal ingat mati (Gojo maksudnya)";0;1;0;0;in;1548995085769277440;1736446617191084393;stayelectrifyin;https://twitter.com/stayelectrifyin/status/1736468075120410847
Sun Dec 17 17:56:49 +0000 2023;1736445357511561574;"@fushigurg gojo beneran mati ngga";0;1;0;0;in;1454888797;1736441225283322231;judees;https://twitter.com/judees/status/1736445357511561574
Sun Dec 17 17:56:10 +0000 2023;1736445194990760200;"@fushigurg Gojo mati bang?";0;1;0;1;in;375505270;1736441225283322231;markljee;https://twitter.com/markljee/status/1736445194990760200
Sun Dec 17 17:41:54 +0000 2023;1736441605413097895;"@fushigurg gojo jadinya tuh mati apa kaga?";0;1;0;0;in;1237235151983095808;1736441225283322231;wyongie;https://twitter.com/wyongie/status/1736441605413097895
Sun Dec 17 17:40:29 +0000 2023;1736441245780877316;"@yocneen gojo dh mati";0;1;0;0;in;1569986922256400386;1736432030148444302;cadgeiver;https://twitter.com/cadgeiver/status/1736441245780877316
Sun Dec 17 17:28:07 +0000 2023;1736438136547471423;"kalo ketemu sama oknum @eliauos dan @kuncihatiyosh1 di jalan tolong langsung di keroyok massa sj, soalnya mereka bilang megumi udah mati  (padahal dua-duanya masih belom menerima kalau gojo dan nanami sdh d word alias meninggal)";0;1;0;0;in;1317752736981528576;1736438136547471423;meguuumiiee;https://twitter.com/meguuumiiee/status/1736438136547471423
Sun Dec 17 15:34:41 +0000 2023;1736409588721934844;"NANAMI SAMA GOJO KNP MATI DI SAAT GUE CAPEK2 KERJA";0;0;0;0;in;1681005348818423808;1736409588721934844;salimaszz;https://twitter.com/salimaszz/status/1736409588721934844
Sun Dec 17 14:41:37 +0000 2023;1736396233810571388;"@pocpuri klo liat blio enih jdi inget itachi, rela jadi orang jahat demi orang2 yg disayangin blio 🤧🤧🤧 sm lebih milih mati di tangan org tercintanya 🤧tapi bedanya perasaan gojo gk berubah kyk sasuke tetep sama walaupun suguru yakin gojo benci dia huaaaaaa gweh yg ngetik gweh yg nangid";1;1;0;2;in;1266254804004646913;1736355509698245101;lilsugurubaby;https://twitter.com/lilsugurubaby/status/1736396233810571388
Sun Dec 17 14:34:43 +0000 2023;1736394495879680200;"@sugurumivida oh iya bener. gojo sebenernya udah hrs eksekusi geto sejak kejadian itu ya? tp emg liatnya di jjk0 nih geto kyk udah siap mati gt";0;0;0;0;in;2504980770;1736355509698245101;pocpuri;https://twitter.com/pocpuri/status/1736394495879680200
Sun Dec 17 14:06:10 +0000 2023;1736387313041879404;"@urheat gampang, tinggal bilang gojo ga bakalan mati";0;1;0;0;in;1498323963881324544;1736384380330000489;chaseatln;https://twitter.com/chaseatln/status/1736387313041879404
Sun Dec 17 11:59:02 +0000 2023;1736355316583846313;"Kecuali gojo hidup lagi, karena nih orang udah beberapa kali yg harusnya mati malah gak mati.";0;0;0;0;in;2278528045;1736354378158641652;aufijovi;https://twitter.com/aufijovi/status/1736355316583846313
Sun Dec 17 09:48:01 +0000 2023;1736322348721307688;"Mau gue langsung skip ke chapter gojo mati aja blh ga💀";0;1;0;0;in;2406832430;1330021625329184770;westayslay;https://twitter.com/westayslay/status/1736322348721307688
Sun Dec 17 08:46:19 +0000 2023;1736306821412036965;""Jiakhh kiko" "Potek dua ya" "Yah mati"  🤗🤗🤗🤗🤗🤗🤗🤗🤗 klo dipikir pikir pas gojo mti bnyk yg ngolok2 gue ya jing";0;0;0;0;in;1411707384196583427;1736306821412036965;kochengjaesix;https://twitter.com/kochengjaesix/status/1736306821412036965
Sun Dec 17 05:33:49 +0000 2023;1736258374097064259;"Tau sendiri kan mereka banyak yg anti leaks, apalagi itu series fav mereka dan yg mati itu GOJO tp malah keleaks apa gak makin kesel mereka. Sampe bbrp jp kor fans kyk saling ngasih warning jgn buka sosmed dulu selama bbrp hari sampe manga jjk update :D";2;0;0;0;in;1469454368185352195;1736258367730131408;skdmlrhwy;https://twitter.com/skdmlrhwy/status/1736258374097064259
Sun Dec 17 04:31:50 +0000 2023;1736242775774073220;"@mondsane Kata Abangku Gojo gak bakal mati..";0;1;0;0;in;1606631501377835008;1736237971291148362;Vigilanste;https://twitter.com/Vigilanste/status/1736242775774073220
Sun Dec 17 03:44:42 +0000 2023;1736230915293245594;"jujutsu kaisen! gara gara gojo mati gweh jg ikutan bt di rl 😭";0;0;0;0;in;3313278162;1736230915293245594;aiurssch_;https://twitter.com/aiurssch_/status/1736230915293245594
Sun Dec 17 03:36:17 +0000 2023;1736228797194887355;"Gojo mati, nanami mati, ace mati, Eren mati, trs ak sm siapa..";0;0;0;0;in;1445278380660719618;1736228797194887355;firaainheree;https://twitter.com/firaainheree/status/1736228797194887355
Sat Dec 16 19:50:22 +0000 2023;1736111543560114291;"Mati putting gojo boobs on my tl https://t.co/vef5iXB2Q8";0;1;0;3;in;1535286291847254016;1736111543560114291;NLDClassic;https://twitter.com/NLDClassic/status/1736111543560114291
Sat Dec 16 17:36:26 +0000 2023;1736077838103781600;"@Alpvkat_Mentega @sbyfess Gojo kan dah mati";0;0;0;0;in;1141181439230148609;1736076443581665431;Lizard39Man;https://twitter.com/Lizard39Man/status/1736077838103781600
Sat Dec 16 16:38:58 +0000 2023;1736063377238302868;"mahar menikahi saya: 1. bisa menyambung gojo satoru menjadi utuh satu kesatuan.  2. bisa bawain karina aespa ke rumah gw.  3. bisa meng upload mv bme skz.  4. bangchan yg nikah sm gw.  5. bisa menghidupkan kucing mati.";0;0;0;0;in;1398615454462083072;1736063377238302868;yoojimincarts;https://twitter.com/yoojimincarts/status/1736063377238302868
Sat Dec 16 14:52:00 +0000 2023;1736036458291741175;"@sausntartar @tanyakanrl Gojo satoru bukannya dah mati ya";0;0;0;0;in;1397945637614718977;1735943852476031206;lookingfor_asa;https://twitter.com/lookingfor_asa/status/1736036458291741175
Sat Dec 16 14:48:55 +0000 2023;1736035682769080746;"WOI GOJO GAK MATI!!!! NYASAR DI ICE BSD!!!!! jokes aside this person is REALLY REALLY ATTRACTIVE IRL.. siapapun yang tau dia… kasih tau ignya (terintimidasi) https://t.co/nczwyRfHSi";0;1;0;0;in;1345538196868718592;1736033923308884247;daiyeora;https://twitter.com/daiyeora/status/1736035682769080746
Sat Dec 16 14:38:36 +0000 2023;1736033085475754431;"Gila bahkan para youtuber blg sukuna plot armor nya tebel loh.  Pd stuju ama fans Gojo  Krn gege akutami ubah komen dia kan soal penyitaan.   Kocak. Udh ah. Gw drop ampe sini aja. Ksh tau gw klo si sukuna mati y";0;0;0;2;in;1128725266606346241;1736033085475754431;SatoruGojoFans;https://twitter.com/SatoruGojoFans/status/1736033085475754431
Sat Dec 16 14:37:40 +0000 2023;1736032853862092890;"Fakta bahwa gojo benaran mati bikin aku tiba2 sedih… anjirlah";0;1;0;0;in;1730275023796236288;1736032853862092890;icalovingly;https://twitter.com/icalovingly/status/1736032853862092890
Sat Dec 16 13:03:11 +0000 2023;1736009075622867308;"yuji with mc aura, jujur udah siap kok kalo gojo beneran mati dan yuji take over jadi mc. but satoruuuu💔";0;0;0;0;in;1519031184772067328;1736009075622867308;wisenas_;https://twitter.com/wisenas_/status/1736009075622867308
Sat Dec 16 11:41:24 +0000 2023;1735988492227039648;"@JUJUTSUFESS Makanya kan sehabis ini sama Gojo dia disentil keningnya Terus dibilangin kalo rela mati untuk menang sama berjuang sampe mati buat menang itu beda nak";1;0;0;45;in;1683096896469094401;1735920002904260832;multifersa;https://twitter.com/multifersa/status/1735988492227039648
Sat Dec 16 08:43:50 +0000 2023;1735943805185183960;"@httpssat_ Lagian gayaan banget tu petinggi jjk, pdhl tnpa gojo mereka bukan apa apa. Sesuai fakta yang terjadi di Shibuya. Berpa banyak orang mati pas gojo ke segel?";0;0;0;0;in;1709982814823976962;1735731062255522148;Lynns725;https://twitter.com/Lynns725/status/1735943805185183960
Sat Dec 16 07:15:36 +0000 2023;1735921601827475770;"si kampret ini kenapa ga mati aja sih sebel bgt gue KENAPA HARUS GOJO YANG MOKAD.";0;0;0;0;in;1318261775935049728;1735921601827475770;jenya;https://twitter.com/jenya/status/1735921601827475770
Sat Dec 16 04:27:08 +0000 2023;1735879204536045930;"Gak peduli org mau bilang fans gojo halu fans gojo obsess fans gojo ga rasional yang penting ak ngarep he will be back! Ya knp emang kalo ngarep doang? It just harmless wishes gausah diejek. Lu jg ngarep gojo mati selamanya jg ga ada yg larang, serah semua orang ada hak.";2;0;3;15;in;945369246434856961;1735879204536045930;gojoceans;https://twitter.com/gojoceans/status/1735879204536045930
Sat Dec 16 03:52:25 +0000 2023;1735870470149587193;"YOUKYAN SUWABE NGEVOICE GOJO VS SUKUNA JUGA MO NANGIS BJIRRR GOJO GUE MAU MATI 😭😭😭😭";0;0;0;0;in;945369246434856961;1735870470149587193;gojoceans;https://twitter.com/gojoceans/status/1735870470149587193
Sat Dec 16 01:55:50 +0000 2023;1735841130397434254;"Aku yakin gojo gak akan mati dia gak pernh gak pede kalau emg ngerasa dia jauh lebih baik, mana cuka badanya yg kepotong bukan kepalanya https://t.co/VspOTKfsp2";0;0;0;0;in;1227773043440664576;1735841130397434254;Anisa__loey;https://twitter.com/Anisa__loey/status/1735841130397434254
Sat Dec 16 00:14:46 +0000 2023;1735815698134483054;"Gue kira gue yg paling stres karena nangisin Gojo mati, ternyata ada yg lebih stres dari gue 😭😭😭😭😭😭😭😭😭";0;0;0;0;in;1565480831581573120;1735815698134483054;sy_strn;https://twitter.com/sy_strn/status/1735815698134483054
Fri Dec 15 20:26:29 +0000 2023;1735758246810657009;"gojo masih dlm kotak tmnnya udh pd mati";0;0;0;0;in;1107863468902744064;1735758246810657009;notyourcocaine;https://twitter.com/notyourcocaine/status/1735758246810657009
Fri Dec 15 17:55:31 +0000 2023;1735720256390443052;"@nusyin gojo mati HAHAHAHAHA";0;1;0;0;lv;895734277530238977;1735478029659631860;madirr_;https://twitter.com/madirr_/status/1735720256390443052
Fri Dec 15 16:58:03 +0000 2023;1735705794266738940;"kenapa mati semua sih :(. Sisa Gojo doang :(";0;0;0;0;in;809846885141737472;1735705794266738940;vltrego;https://twitter.com/vltrego/status/1735705794266738940
Fri Dec 15 16:53:43 +0000 2023;1735704702338425286;"nangisin gojo mati emang lebih normal";0;0;0;0;in;1341611751486341120;1735704702338425286;68JJK;https://twitter.com/68JJK/status/1735704702338425286
Fri Dec 15 16:32:32 +0000 2023;1735699369633161705;"Demi Allah gw masih nggak ikhlas Yuki mati kwowkwk kalau Gojo malah udah ikhlas walaupun gak puas sama closure karakternya jg https://t.co/ZCF2v0JWkI";0;0;0;0;in;2313457807;1735698753364062694;pacarsasy;https://twitter.com/pacarsasy/status/1735699369633161705
Fri Dec 15 13:03:16 +0000 2023;1735646708959510605;"sbnry kalo nangisin ke sosok yg gak lu kenal si wajar aja ya. Soalnya gue juga nangisin Gojo pas tau dia mati 🥲 Tapi the urgensi buat direkam &amp  diupload tuh WHY??? knp bisaa?? aku ingin ngertii 😔😔 Aplg alasannya krn kalah debat like bukannya harusnya maluu 😭😭";0;0;0;0;in;2259797983;1735644848815055349;mewiiLv;https://twitter.com/mewiiLv/status/1735646708959510605
Fri Dec 15 12:42:25 +0000 2023;1735641462405300664;"@taebbiez gojo mati";0;1;0;0;in;1649768346190241792;1735641260353003684;zcltheartist;https://twitter.com/zcltheartist/status/1735641462405300664
Fri Dec 15 09:27:39 +0000 2023;1735592447437361518;"besoknya gojo malah dapet hukuman tambahan, karena ada yang “ngaduin” kalo dia ngerokok di jam pelajaran pak geto. gojo minta ditunjukkin rekaman cctv untuk ngebela dirinya, tapi apesnya cctv nya kemaren mati. entah karena apa. berakhir semua bukti nyudutin bahwa gojo bersalah.";0;1;0;1;in;1407717113830117379;1735592427925512660;INUPIES;https://twitter.com/INUPIES/status/1735592447437361518
Fri Dec 15 08:50:18 +0000 2023;1735583044835361243;"@yeolsumm i really hate how he treated yuuji omg, he's mc but gege made him really pathetic 😭😭😭😭  sukuna klo km mati nanti dihabla nanami gojo di akhirat🫶🏻";0;1;0;0;in;1305735249301704704;1735569967809188014;kavethamm;https://twitter.com/kavethamm/status/1735583044835361243
Fri Dec 15 08:41:08 +0000 2023;1735580738253373779;"njir ternyata gojo satoru mati lawan sukuna";0;1;0;0;in;120431861;1735580738253373779;FadeLDH;https://twitter.com/FadeLDH/status/1735580738253373779
Fri Dec 15 07:42:45 +0000 2023;1735566045786870063;"@twil8_z0ne @JUJUTSUFESS Udh mati kan gojo sensei di bantai sukuna";0;0;0;0;in;1239849473532026880;1735299953873056097;chuyAjah;https://twitter.com/chuyAjah/status/1735566045786870063
Fri Dec 15 07:19:32 +0000 2023;1735560204920721793;"@zzxfty Ala jangan spoil belum sampai part gojo mati 😂😂😂 baru sampai dia trap in cube je";0;0;0;0;in;1309875442015301635;1735554807396811012;haniehazs;https://twitter.com/haniehazs/status/1735560204920721793
Fri Dec 15 05:01:39 +0000 2023;1735525504743272511;"@senggol_bacok_ @JPFBASE Gojo jdi Kiko itu bisa dihidupkan kembali dgn restu dri Gege, dia kan mati terkena Cleave &amp  Dismantle Sukuna bukan kena mui tenpennya Mahito. Beda crita dgn Nanami dan Nobara kena Mui tenpen nya Mahito yg betul " tdk bsa d sembuhkan";0;0;0;0;in;1709548110949818368;1735245750450401424;NataliaLor64190;https://twitter.com/NataliaLor64190/status/1735525504743272511
